0.003,0.886,0.004,54.371,4.578,0.002,"citrus fruit=1, tropical fruit=1, whole milk=1, root vegetables=1",other vegetables=1
0.002,0.905,0.002,90.619,4.676,0.002,"whipped/sour cream=1, tropical fruit=1, fruit/vegetable juice=1",other vegetables=1
0.002,0.905,0.002,37.714,11.235,0.002,"liquor=1, red/blush wine=1",bottled beer=1
0.002,0.9,0.002,125.65,3.522,0.001,"whipped/sour cream=1, domestic eggs=1, tropical fruit=1",whole milk=1
0.002,0.9,0.002,125.65,3.522,0.001,"pip fruit=1, whipped/sour cream=1, butter=1",whole milk=1
0.002,0.857,0.002,90.619,4.43,0.001,"butter milk=1, pork=1",other vegetables=1
0.002,0.85,0.002,125.65,3.327,0.001,"pip fruit=1, whipped/sour cream=1, other vegetables=1, root vegetables=1",whole milk=1
0.002,0.895,0.002,132.263,3.502,0.001,"yogurt=1, tropical fruit=1, butter=1, root vegetables=1",whole milk=1
0.002,0.85,0.002,95.15,4.393,0.001,"white bread=1, whipped/sour cream=1, tropical fruit=1",other vegetables=1
0.002,0.85,0.002,95.15,4.393,0.001,"curd=1, cream cheese=1, root vegetables=1",other vegetables=1
0.002,0.85,0.002,125.65,3.327,0.001,"onions=1, butter=1, root vegetables=1",whole milk=1
0.002,0.85,0.002,95.15,4.393,0.001,"tropical fruit=1, oil=1, root vegetables=1",other vegetables=1
0.002,0.85,0.002,95.15,4.393,0.001,"margarine=1, meat=1",other vegetables=1
0.002,1,0.002,147.824,3.914,0.001,"flour=1, whipped/sour cream=1, root vegetables=1",whole milk=1
0.002,0.889,0.002,139.611,3.479,0.001,"whipped/sour cream=1, margarine=1, rolls/buns=1",whole milk=1
0.002,0.889,0.002,139.611,3.479,0.001,"citrus fruit=1, domestic eggs=1, cream cheese=1",whole milk=1
0.002,0.889,0.002,105.722,4.594,0.001,"onions=1, tropical fruit=1, root vegetables=1",other vegetables=1
0.002,0.889,0.002,105.722,4.594,0.001,"pip fruit=1, tropical fruit=1, ham=1",other vegetables=1
0.002,0.938,0.002,157.062,3.669,0.001,"yogurt=1, tropical fruit=1, sausage=1, root vegetables=1",whole milk=1
0.002,0.882,0.002,111.941,4.56,0.001,"pastry=1, citrus fruit=1, root vegetables=1",other vegetables=1
0.002,0.882,0.002,147.824,3.453,0.001,"whipped/sour cream=1, pastry=1, citrus fruit=1",whole milk=1
0.002,0.882,0.002,147.824,3.453,0.001,"beef=1, other vegetables=1, tropical fruit=1, rolls/buns=1",whole milk=1
0.002,0.882,0.002,111.941,4.56,0.001,"yogurt=1, frozen vegetables=1, whole milk=1, root vegetables=1",other vegetables=1
0.002,0.882,0.002,111.941,4.56,0.001,"yogurt=1, frozen vegetables=1, whipped/sour cream=1, whole milk=1",other vegetables=1
0.002,0.938,0.002,157.062,3.669,0.001,"other vegetables=1, sugar=1, cream cheese=1",whole milk=1
0.002,0.882,0.002,147.824,3.453,0.001,"yogurt=1, butter milk=1, root vegetables=1",whole milk=1
0.002,0.882,0.002,147.824,3.453,0.001,"tropical fruit=1, herbs=1, root vegetables=1",whole milk=1
0.001,0.933,0.002,126.867,4.824,0.001,"yogurt=1, citrus fruit=1, tropical fruit=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,0.875,0.002,157.062,3.424,0.001,"brown bread=1, pip fruit=1, root vegetables=1",whole milk=1
0.001,0.875,0.002,157.062,3.424,0.001,"pork=1, whipped/sour cream=1, butter=1",whole milk=1
0.001,0.875,0.002,118.938,4.522,0.001,"beef=1, whipped/sour cream=1, tropical fruit=1",other vegetables=1
0.001,0.875,0.002,118.938,4.522,0.001,"white bread=1, whipped/sour cream=1, root vegetables=1",other vegetables=1
0.001,0.875,0.002,118.938,4.522,0.001,"whipped/sour cream=1, tropical fruit=1, cream cheese=1",other vegetables=1
0.001,0.933,0.002,167.533,3.653,0.001,"yogurt=1, domestic eggs=1, sugar=1",whole milk=1
0.001,0.933,0.002,167.533,3.653,0.001,"citrus fruit=1, domestic eggs=1, sugar=1",whole milk=1
0.001,0.933,0.002,126.867,4.824,0.001,"yogurt=1, oil=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,1,0.001,179.5,3.914,0.001,"yogurt=1, other vegetables=1, oil=1, root vegetables=1",whole milk=1
0.001,0.875,0.002,118.938,4.522,0.001,"yogurt=1, rice=1, root vegetables=1",other vegetables=1
0.001,0.875,0.002,157.062,3.424,0.001,"yogurt=1, rice=1, root vegetables=1",whole milk=1
0.001,0.867,0.002,167.533,3.392,0.001,"other vegetables=1, citrus fruit=1, tropical fruit=1, bottled water=1",whole milk=1
0.001,0.867,0.002,167.533,3.392,0.001,"yogurt=1, pip fruit=1, other vegetables=1, tropical fruit=1, root vegetables=1",whole milk=1
0.001,0.867,0.002,167.533,3.392,0.001,"pip fruit=1, other vegetables=1, fruit/vegetable juice=1, root vegetables=1",whole milk=1
0.001,0.929,0.001,135.929,4.799,0.001,"whipped/sour cream=1, butter=1, soda=1",other vegetables=1
0.001,0.929,0.001,135.929,4.799,0.001,"pip fruit=1, pastry=1, butter=1",other vegetables=1
0.001,0.867,0.002,167.533,3.392,0.001,"pip fruit=1, whipped/sour cream=1, other vegetables=1, butter=1",whole milk=1
0.001,0.929,0.001,179.5,3.634,0.001,"yogurt=1, beef=1, tropical fruit=1, rolls/buns=1",whole milk=1
0.001,0.867,0.002,167.533,3.392,0.001,"frozen vegetables=1, margarine=1, rolls/buns=1",whole milk=1
0.001,0.929,0.001,179.5,3.634,0.001,"pip fruit=1, whipped/sour cream=1, cream cheese=1",whole milk=1
0.001,0.867,0.002,167.533,3.392,0.001,"onions=1, other vegetables=1, butter=1, root vegetables=1",whole milk=1
0.001,0.867,0.002,126.867,4.479,0.001,"frozen vegetables=1, onions=1, root vegetables=1",other vegetables=1
0.001,0.867,0.002,71.467,7.951,0.001,"other vegetables=1, tropical fruit=1, oil=1, whole milk=1",root vegetables=1
0.001,0.867,0.002,126.867,4.479,0.001,"tropical fruit=1, oil=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,0.867,0.002,71.467,7.951,0.001,"yogurt=1, other vegetables=1, whole milk=1, rice=1",root vegetables=1
0.001,0.929,0.001,135.929,4.799,0.001,"yogurt=1, whole milk=1, rice=1, root vegetables=1",other vegetables=1
0.001,0.929,0.001,179.5,3.634,0.001,"yogurt=1, other vegetables=1, rice=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, pip fruit=1, soda=1, root vegetables=1",whole milk=1
0.001,1,0.001,158.583,5.168,0.001,"whipped/sour cream=1, citrus fruit=1, tropical fruit=1, root vegetables=1",other vegetables=1
0.001,0.857,0.001,179.5,3.355,0.001,"brown bread=1, other vegetables=1, citrus fruit=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,135.929,4.43,0.001,"brown bread=1, pip fruit=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,0.923,0.001,193.308,3.613,0.001,"brown bread=1, pip fruit=1, other vegetables=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,135.929,4.43,0.001,"citrus fruit=1, domestic eggs=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,0.923,0.001,146.385,4.771,0.001,"whipped/sour cream=1, citrus fruit=1, domestic eggs=1, whole milk=1",other vegetables=1
0.001,0.857,0.001,179.5,3.355,0.001,"whipped/sour cream=1, other vegetables=1, citrus fruit=1, domestic eggs=1",whole milk=1
0.001,0.857,0.001,135.929,4.43,0.001,"whipped/sour cream=1, pastry=1, domestic eggs=1",other vegetables=1
0.001,0.857,0.001,135.929,4.43,0.001,"pastry=1, domestic eggs=1, root vegetables=1",other vegetables=1
0.001,0.923,0.001,193.308,3.613,0.001,"pip fruit=1, whipped/sour cream=1, other vegetables=1, domestic eggs=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"pip fruit=1, other vegetables=1, domestic eggs=1, root vegetables=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"yogurt=1, tropical fruit=1, frankfurter=1, root vegetables=1",whole milk=1
0.001,1,0.001,209.417,3.914,0.001,"whipped/sour cream=1, other vegetables=1, domestic eggs=1, butter=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"yogurt=1, domestic eggs=1, tropical fruit=1, butter=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"whipped/sour cream=1, bottled water=1, butter=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"pip fruit=1, domestic eggs=1, butter=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"whipped/sour cream=1, butter=1, coffee=1",whole milk=1
0.001,0.857,0.001,98,6.144,0.001,"curd=1, tropical fruit=1, butter=1, whole milk=1",yogurt=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, curd=1, other vegetables=1, citrus fruit=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"curd=1, other vegetables=1, domestic eggs=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"frozen vegetables=1, other vegetables=1, fruit/vegetable juice=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"domestic eggs=1, sausage=1, chicken=1",whole milk=1
0.001,0.923,0.001,146.385,4.771,0.001,"citrus fruit=1, cream cheese=1, root vegetables=1",other vegetables=1
0.001,0.857,0.001,179.5,3.355,0.001,"whipped/sour cream=1, domestic eggs=1, cream cheese=1",whole milk=1
0.001,0.857,0.001,135.929,4.43,0.001,"yogurt=1, salty snack=1, root vegetables=1",other vegetables=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, long life bakery product=1, whipped/sour cream=1, other vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"long life bakery product=1, other vegetables=1, napkins=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"long life bakery product=1, tropical fruit=1, napkins=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"whipped/sour cream=1, sugar=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, hygiene articles=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"citrus fruit=1, hygiene articles=1, root vegetables=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"domestic eggs=1, tropical fruit=1, hygiene articles=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"tropical fruit=1, hygiene articles=1, butter=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"hygiene articles=1, bottled water=1, butter=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"onions=1, tropical fruit=1, butter=1",whole milk=1
0.001,0.857,0.001,135.929,4.43,0.001,"tropical fruit=1, fruit/vegetable juice=1, oil=1",other vegetables=1
0.001,0.857,0.001,135.929,4.43,0.001,"pip fruit=1, butter milk=1, root vegetables=1",other vegetables=1
0.001,0.857,0.001,135.929,4.43,0.001,"yogurt=1, root vegetables=1, meat=1",other vegetables=1
0.001,0.857,0.001,98,6.144,0.001,"sliced cheese=1, pip fruit=1, sausage=1",yogurt=1
0.001,0.923,0.001,193.308,3.613,0.001,"sliced cheese=1, whipped/sour cream=1, butter=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"yogurt=1, hard cheese=1, other vegetables=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"chocolate=1, pickled vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"flour=1, other vegetables=1, sugar=1",whole milk=1
0.001,0.923,0.001,146.385,4.771,0.001,"soft cheese=1, whipped/sour cream=1, tropical fruit=1",other vegetables=1
0.001,0.923,0.001,193.308,3.613,0.001,"soft cheese=1, whipped/sour cream=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"curd=1, herbs=1, root vegetables=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"mustard=1, oil=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, other vegetables=1, frozen fish=1",whole milk=1
0.001,0.857,0.001,179.5,3.355,0.001,"yogurt=1, frozen fish=1, root vegetables=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"whipped/sour cream=1, house keeping products=1",whole milk=1
0.001,0.923,0.001,193.308,3.613,0.001,"bottled water=1, rice=1",whole milk=1
0.001,1,0.001,209.417,3.914,0.001,"sugar=1, rice=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"tropical fruit=1, rolls/buns=1, bottled water=1, root vegetables=1",whole milk=1
0.001,1,0.001,228.455,3.914,0.001,"pip fruit=1, other vegetables=1, bottled water=1, root vegetables=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"yogurt=1, pip fruit=1, fruit/vegetable juice=1, root vegetables=1",whole milk=1
0.001,0.917,0.001,158.583,4.737,0.001,"yogurt=1, whipped/sour cream=1, tropical fruit=1, fruit/vegetable juice=1",other vegetables=1
0.001,1,0.001,173,5.168,0.001,"brown bread=1, pip fruit=1, whipped/sour cream=1",other vegetables=1
0.001,0.917,0.001,209.417,3.588,0.001,"yogurt=1, whipped/sour cream=1, domestic eggs=1, tropical fruit=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"whipped/sour cream=1, other vegetables=1, domestic eggs=1, tropical fruit=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"domestic eggs=1, fruit/vegetable juice=1, margarine=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"yogurt=1, domestic eggs=1, butter=1, root vegetables=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"curd=1, citrus fruit=1, butter=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"yogurt=1, curd=1, domestic eggs=1, tropical fruit=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"curd=1, domestic eggs=1, butter=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"white bread=1, butter=1, root vegetables=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"yogurt=1, pip fruit=1, other vegetables=1, cream cheese=1",whole milk=1
0.001,0.917,0.001,158.583,4.737,0.001,"whipped/sour cream=1, citrus fruit=1, cream cheese=1, whole milk=1",other vegetables=1
0.001,1,0.001,228.455,3.914,0.001,"domestic eggs=1, napkins=1, cream cheese=1",whole milk=1
0.001,0.917,0.001,158.583,4.737,0.001,"whipped/sour cream=1, tropical fruit=1, dessert=1",other vegetables=1
0.001,0.917,0.001,209.417,3.588,0.001,"domestic eggs=1, tropical fruit=1, sugar=1",whole milk=1
0.001,1,0.001,228.455,3.914,0.001,"domestic eggs=1, sugar=1, cream cheese=1",whole milk=1
0.001,1,0.001,228.455,3.914,0.001,"yogurt=1, tropical fruit=1, oil=1, root vegetables=1",whole milk=1
0.001,1,0.001,173,5.168,0.001,"pip fruit=1, tropical fruit=1, ham=1, whole milk=1",other vegetables=1
0.001,0.917,0.001,158.583,4.737,0.001,"hard cheese=1, oil=1",other vegetables=1
0.001,0.917,0.001,158.583,4.737,0.001,"onions=1, grapes=1",other vegetables=1
0.001,0.917,0.001,209.417,3.588,0.001,"citrus fruit=1, tropical fruit=1, herbs=1",whole milk=1
0.001,1,0.001,228.455,3.914,0.001,"canned fish=1, hygiene articles=1",whole milk=1
0.001,0.917,0.001,209.417,3.588,0.001,"bottled beer=1, soups=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"tropical fruit=1, sausage=1, rolls/buns=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, pastry=1, tropical fruit=1, root vegetables=1",whole milk=1
0.001,1,0.001,190.3,5.168,0.001,"newspapers=1, rolls/buns=1, whole milk=1, soda=1",other vegetables=1
0.001,0.909,0.001,97.455,8.34,0.001,"other vegetables=1, citrus fruit=1, fruit/vegetable juice=1, soda=1",root vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"yogurt=1, whipped/sour cream=1, citrus fruit=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"whipped/sour cream=1, tropical fruit=1, fruit/vegetable juice=1, whole milk=1",other vegetables=1
0.001,1,0.001,251.3,3.914,0.001,"whipped/sour cream=1, pastry=1, citrus fruit=1, rolls/buns=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"brown bread=1, other vegetables=1, rolls/buns=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"other vegetables=1, citrus fruit=1, domestic eggs=1, tropical fruit=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"bottled beer=1, domestic eggs=1, margarine=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"domestic eggs=1, root vegetables=1, coffee=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, other vegetables=1, domestic eggs=1, tropical fruit=1, butter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"other vegetables=1, citrus fruit=1, bottled water=1, butter=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"whipped/sour cream=1, butter=1, whole milk=1, soda=1",other vegetables=1
0.001,1,0.001,190.3,5.168,0.001,"whipped/sour cream=1, tropical fruit=1, fruit/vegetable juice=1, butter=1",other vegetables=1
0.001,1,0.001,251.3,3.914,0.001,"pork=1, whipped/sour cream=1, other vegetables=1, butter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"pork=1, other vegetables=1, butter=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, curd=1, citrus fruit=1, tropical fruit=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"whipped/sour cream=1, other vegetables=1, napkins=1, butter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, frozen vegetables=1, other vegetables=1, citrus fruit=1",whole milk=1
0.001,0.909,0.001,124.727,6.517,0.001,"white bread=1, other vegetables=1, tropical fruit=1, butter=1",yogurt=1
0.001,0.909,0.001,173,4.698,0.001,"yogurt=1, white bread=1, tropical fruit=1, butter=1",other vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"white bread=1, butter=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,1,0.001,251.3,3.914,0.001,"white bread=1, other vegetables=1, butter=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"pip fruit=1, other vegetables=1, cream cheese=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"pip fruit=1, sausage=1, cream cheese=1",whole milk=1
0.001,0.909,0.001,124.727,6.517,0.001,"curd=1, whipped/sour cream=1, other vegetables=1, cream cheese=1",yogurt=1
0.001,0.909,0.001,124.727,6.517,0.001,"cream cheese=1, butter=1, root vegetables=1",yogurt=1
0.001,0.909,0.001,228.455,3.558,0.001,"cream cheese=1, butter=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, other vegetables=1, waffles=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"pork=1, waffles=1, rolls/buns=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"long life bakery product=1, whipped/sour cream=1, napkins=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"long life bakery product=1, sausage=1, butter=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"curd=1, domestic eggs=1, sugar=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"whipped/sour cream=1, hamburger meat=1, tropical fruit=1",other vegetables=1
0.001,0.909,0.001,228.455,3.558,0.001,"sausage=1, berries=1, butter=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"pip fruit=1, hygiene articles=1, root vegetables=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"pip fruit=1, hygiene articles=1, butter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"napkins=1, hygiene articles=1, butter=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"whipped/sour cream=1, hygiene articles=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"onions=1, napkins=1, root vegetables=1",other vegetables=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, frozen meals=1, pip fruit=1, tropical fruit=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"frozen meals=1, tropical fruit=1, frankfurter=1",other vegetables=1
0.001,0.909,0.001,228.455,3.558,0.001,"frozen meals=1, tropical fruit=1, frankfurter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"frozen meals=1, tropical fruit=1, butter=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"yogurt=1, tropical fruit=1, oil=1, root vegetables=1",other vegetables=1
0.001,0.909,0.001,97.455,8.34,0.001,"yogurt=1, other vegetables=1, tropical fruit=1, oil=1, whole milk=1",root vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"yogurt=1, tropical fruit=1, oil=1, whole milk=1, root vegetables=1",other vegetables=1
0.001,1,0.001,251.3,3.914,0.001,"yogurt=1, other vegetables=1, tropical fruit=1, oil=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,66.909,12.148,0.001,"yogurt=1, tropical fruit=1, oil=1, root vegetables=1","other vegetables=1, whole milk=1"
0.001,0.909,0.001,173,4.698,0.001,"yogurt=1, oil=1, coffee=1",other vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"pip fruit=1, butter milk=1, fruit/vegetable juice=1",other vegetables=1
0.001,0.909,0.001,173,4.698,0.001,"butter milk=1, pork=1, whole milk=1",other vegetables=1
0.001,1,0.001,190.3,5.168,0.001,"yogurt=1, pip fruit=1, tropical fruit=1, ham=1",other vegetables=1
0.001,0.909,0.001,124.727,6.517,0.001,"sliced cheese=1, tropical fruit=1, butter=1, whole milk=1",yogurt=1
0.001,0.909,0.001,228.455,3.558,0.001,"yogurt=1, sliced cheese=1, tropical fruit=1, butter=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"sliced cheese=1, frankfurter=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"whipped/sour cream=1, hard cheese=1, tropical fruit=1",other vegetables=1
0.001,1,0.001,190.3,5.168,0.001,"yogurt=1, tropical fruit=1, grapes=1, whole milk=1",other vegetables=1
0.001,1,0.001,251.3,3.914,0.001,"soft cheese=1, domestic eggs=1, butter=1",whole milk=1
0.001,1,0.001,190.3,5.168,0.001,"soft cheese=1, citrus fruit=1, root vegetables=1",other vegetables=1
0.001,0.909,0.001,228.455,3.558,0.001,"other vegetables=1, tropical fruit=1, herbs=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,173,4.698,0.001,"fruit/vegetable juice=1, herbs=1, whole milk=1",other vegetables=1
0.001,0.909,0.001,228.455,3.558,0.001,"pastry=1, sweet spreads=1",whole milk=1
0.001,1,0.001,251.3,3.914,0.001,"butter=1, rice=1, root vegetables=1",whole milk=1
0.001,0.909,0.001,228.455,3.558,0.001,"curd=1, cereals=1",whole milk=1
